hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
13,0.19,17,18.32,18.9998,120,225,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,345
14,0.21,15,18.32,18.9998,120,191,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,311
15,0.2,13,20.2,22.9994,109,207,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,316
16,0.21,11,21.14,24.0026,145,340,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,485
17,0.17,13,21.14,24.0026,123,634,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,757
18,0.26,11,20.2,24.0026,139,661,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,800
19,0.26,7,18.32,18.9998,98,460,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,558
20,0.24,9,18.32,18.9998,54,325,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,379
21,0.45,0,17.38,18.0032,33,210,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,243
22,0.51,0,15.5,15.9968,25,133,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,158
23,0.59,0,15.5,15.9968,13,66,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,79
0,0.48,0,14.56,15.0002,18,23,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,41
1,0.59,0,13.62,13.997,0,11,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,11
2,0.51,0,13.62,13.997,0,5,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,5
3,0.58,6,12.68,13.0004,0,3,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,3
4,0.67,6,11.74,11.9972,0,1,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,1
5,0.67,6,11.74,11.9972,0,27,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,27
6,0.58,0,11.74,11.9972,6,120,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,126
7,0.62,0,12.68,13.0004,12,354,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,366
8,0.72,7,12.68,13.0004,31,653,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,684
9,0.55,9,14.56,15.0002,47,316,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,363
10,0.45,9,17.38,18.0032,68,99,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,167
11,0.43,24,20.2,24.9992,61,152,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,213
12,0.46,28,20.2,24.9992,73,210,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,283
13,0.46,17,20.2,24.9992,70,181,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,251
14,0.46,13,21.14,24.9992,82,176,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,258
15,0.44,19,22.08,24.9992,86,182,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,268
16,0.44,19,22.08,24.9992,86,304,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,mist,390
17,0.41,20,23.02,24.9992,99,645,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,744
18,0.41,17,23.02,24.9992,113,646,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,759
19,0.39,15,23.02,24.9992,75,419,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,494
20,0.27,15,22.08,24.9992,39,333,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,372
21,0.23,22,20.2,24.0026,43,255,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,298
22,0.22,11,18.32,18.9998,30,151,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,181
23,0.23,28,16.44,17.0,19,112,0,1,0,0,4-4-2012,2012-04-04,Wednesday,is_2012,april,no,yes,clear,131
0,0.23,28,16.44,17.0,12,33,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,45
1,0.27,22,14.56,15.0002,4,9,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,13
2,0.33,30,13.62,13.997,7,11,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,18
3,0.41,20,11.74,11.9972,0,5,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,5
4,0.43,19,9.86,9.9974,0,1,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,1
5,0.43,19,9.86,9.9974,1,28,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,29
6,0.46,22,8.92,5.9978,8,118,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,126
7,0.49,13,7.98,5.9978,15,339,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,354
8,0.46,15,8.92,7.001,28,610,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,638
9,0.37,17,10.8,11.0006,61,290,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,351
10,0.35,19,11.74,11.9972,88,158,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,246
11,0.38,15,11.74,11.9972,109,159,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,mist,268
12,0.33,0,12.68,13.0004,66,210,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,276
13,0.31,0,13.62,13.997,89,202,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,291
14,0.33,11,13.62,13.997,143,144,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,287
15,0.31,7,15.5,15.9968,98,171,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,269
16,0.31,13,15.5,15.9968,84,318,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,402
17,0.31,11,15.5,15.9968,145,677,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,822
18,0.31,7,15.5,15.9968,80,618,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,698
19,0.31,17,14.56,15.0002,64,423,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,487
20,0.41,13,12.68,13.0004,33,279,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,312
21,0.47,13,11.74,11.9972,25,209,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,234
22,0.47,13,10.8,11.0006,20,129,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,149
23,0.5,9,10.8,11.0006,12,124,0,1,0,0,4-5-2012,2012-04-05,Thursday,is_2012,april,no,yes,clear,136
0,0.43,0,10.8,11.0006,12,49,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,61
1,0.62,9,8.92,7.001,10,28,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,38
2,0.5,26,8.92,5.9978,6,5,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,11
3,0.53,22,7.98,3.998,3,5,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,8
4,0.49,17,7.98,5.0012,2,3,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,5
5,0.53,22,7.04,3.998,0,23,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,23
6,0.49,26,6.1,1.9982,0,80,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,80
7,0.49,19,6.1,3.0014,15,231,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,246
8,0.49,22,6.1,1.9982,19,489,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,508
9,0.42,22,7.98,3.998,58,318,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,376
10,0.4,22,8.92,5.9978,81,157,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,238
11,0.37,20,10.8,11.0006,112,179,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,291
12,0.35,20,11.74,11.9972,113,224,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,337
13,0.33,22,12.68,13.0004,173,238,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,411
14,0.29,26,14.56,15.0002,240,250,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,490
15,0.27,19,15.5,15.9968,218,319,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,537
16,0.22,28,15.5,15.9968,184,352,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,536
17,0.23,28,16.44,17.0,172,483,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,655
18,0.22,31,15.5,15.9968,104,380,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,484
19,0.23,20,14.56,15.0002,115,297,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,412
20,0.24,19,13.62,13.997,61,191,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,252
21,0.26,9,12.68,13.0004,54,136,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,190
22,0.35,15,10.8,11.0006,34,124,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,158
23,0.3,19,11.74,11.9972,21,92,0,1,0,0,4-6-2012,2012-04-06,Friday,is_2012,april,no,yes,clear,113
0,0.26,20,11.74,11.9972,9,85,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,94
1,0.28,17,10.8,11.0006,9,60,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,69
2,0.29,24,8.92,5.9978,11,25,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,36
3,0.32,17,8.92,5.9978,7,21,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,28
4,0.36,11,7.04,5.0012,3,4,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,7
5,0.33,11,7.04,5.0012,0,2,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,2
6,0.36,13,7.04,5.0012,1,18,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,19
7,0.33,19,7.04,3.998,14,40,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,54
8,0.34,17,7.98,5.0012,29,94,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,123
9,0.3,17,10.8,11.0006,103,173,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,276
10,0.28,17,11.74,11.9972,187,176,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,363
11,0.24,20,12.68,13.0004,251,244,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,495
12,0.23,26,13.62,13.997,320,270,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,590
13,0.22,13,15.5,15.9968,355,288,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,643
14,0.22,20,15.5,15.9968,326,252,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,578
15,0.19,28,16.44,17.0,321,305,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,626
16,0.19,26,17.38,18.0032,354,261,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,615
17,0.19,28,17.38,18.0032,299,268,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,567
18,0.18,20,17.38,18.0032,227,290,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,517
19,0.16,22,17.38,18.0032,170,243,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,413
20,0.2,15,15.5,15.9968,73,135,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,208
21,0.2,13,15.5,15.9968,75,159,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,234
22,0.2,13,14.56,15.0002,76,106,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,182
23,0.23,15,13.62,13.997,32,86,0,1,0,0,4-7-2012,2012-04-07,Saturday,is_2012,april,no,no,clear,118
0,0.24,15,12.68,13.0004,21,64,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,85
1,0.24,15,12.68,13.0004,14,50,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,64
2,0.24,15,12.68,13.0004,7,25,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,32
3,0.26,9,11.74,11.9972,8,18,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,26
4,0.4,0,10.8,11.0006,0,7,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,7
5,0.46,0,9.86,9.9974,4,8,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,12
6,0.37,0,8.92,9.0008,7,21,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,28
7,0.27,11,9.86,9.9974,12,25,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,37
8,0.3,13,10.8,11.0006,19,65,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,84
9,0.26,15,12.68,13.0004,71,108,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,179
10,0.25,15,15.5,15.9968,113,186,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,299
11,0.25,19,15.5,15.9968,195,209,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,404
12,0.24,17,17.38,18.0032,198,259,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,457
13,0.23,11,19.26,20.003,229,254,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,483
14,0.18,30,20.2,22.9994,254,249,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,503
15,0.17,24,21.14,24.0026,260,226,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,486
16,0.19,22,22.08,24.0026,232,244,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,476
17,0.22,20,21.14,24.0026,185,226,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,411
18,0.25,22,21.14,24.0026,151,159,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,310
19,0.23,26,20.2,24.0026,89,187,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,276
20,0.28,28,18.32,18.9998,65,146,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,211
21,0.34,15,16.44,17.0,53,77,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,130
22,0.36,15,15.5,15.9968,33,85,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,118
23,0.39,17,15.5,15.9968,10,41,0,1,0,0,4-8-2012,2012-04-08,Sunday,is_2012,april,no,no,clear,51
0,0.39,19,14.56,15.0002,8,29,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,37
1,0.41,9,13.62,13.997,4,12,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,16
2,0.31,13,13.62,13.997,2,4,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,6
3,0.3,11,12.68,13.0004,0,3,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,3
4,0.24,13,12.68,13.0004,2,3,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,5
5,0.24,13,12.68,13.0004,2,30,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,32
6,0.26,15,11.74,11.9972,3,108,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,111
7,0.28,13,11.74,11.9972,11,320,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,331
8,0.3,13,12.68,13.0004,22,595,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,617
9,0.31,24,13.62,13.997,50,236,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,286
10,0.27,33,15.5,15.9968,65,113,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,178
11,0.27,28,16.44,17.0,96,127,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,223
12,0.28,48,17.38,18.0032,94,186,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,280
13,0.28,39,17.38,18.0032,108,173,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,281
14,0.28,37,18.32,18.9998,66,152,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,218
15,0.28,37,19.26,20.003,82,173,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,255
16,0.3,28,18.32,18.9998,81,310,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,391
17,0.32,28,17.38,18.0032,67,565,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,632
18,0.34,20,17.38,18.0032,60,586,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,646
19,0.34,24,16.44,17.0,35,386,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,421
20,0.36,30,15.5,15.9968,21,255,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,276
21,0.41,28,14.56,15.0002,14,151,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,light_snow,165
22,0.41,33,13.62,13.997,6,102,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,mist,108
23,0.44,20,12.68,13.0004,6,61,0,1,0,0,4-9-2012,2012-04-09,Monday,is_2012,april,no,yes,clear,67
0,0.47,19,12.68,13.0004,3,23,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,mist,26
1,0.5,15,11.74,11.9972,0,9,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,9
2,0.71,9,8.92,7.001,0,2,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,2
3,0.71,9,8.92,7.001,0,2,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,2
4,0.71,9,7.98,5.9978,0,2,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,2
5,0.71,9,7.98,5.9978,0,24,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,24
6,0.71,7,7.98,7.001,3,100,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,103
7,0.71,7,7.98,7.001,16,368,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,384
8,0.62,9,9.86,9.9974,22,670,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,692
9,0.67,13,11.74,11.9972,16,303,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,319
10,0.47,11,13.62,13.997,49,132,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,181
11,0.36,0,15.5,15.9968,78,161,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,239
12,0.22,19,17.38,18.0032,75,184,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,259
13,0.23,11,16.44,17.0,81,202,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,283
14,0.24,13,17.38,18.0032,75,149,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,224
15,0.21,20,18.32,18.9998,46,157,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,203
16,0.21,17,19.26,20.003,66,296,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,362
17,0.21,35,18.32,18.9998,88,656,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,744
18,0.22,28,17.38,18.0032,78,626,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,704
19,0.2,24,16.44,17.0,51,428,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,479
20,0.28,26,13.62,13.997,34,248,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,282
21,0.3,30,12.68,13.0004,15,191,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,206
22,0.37,33,10.8,11.0006,9,118,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,127
23,0.4,28,8.92,5.9978,14,48,0,1,0,0,4-10-2012,2012-04-10,Tuesday,is_2012,april,no,yes,clear,62
0,0.36,28,7.98,3.998,8,22,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,30
1,0.39,19,7.98,5.0012,3,9,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,12
2,0.45,19,7.04,3.998,0,2,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,2
3,0.49,15,6.1,3.0014,0,2,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,2
5,0.56,13,5.16,1.9982,1,26,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,27
6,0.56,7,5.16,3.0014,3,103,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,106
7,0.52,9,5.16,3.0014,18,303,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,321
8,0.49,15,6.1,3.0014,14,581,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,595
9,0.49,20,7.04,3.998,20,282,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,mist,302
10,0.49,22,7.98,3.998,26,127,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,mist,153
11,0.43,22,9.86,9.9974,38,142,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,mist,180
12,0.46,26,8.92,5.9978,35,147,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,mist,182
13,0.4,24,10.8,11.0006,16,147,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,mist,163
14,0.57,13,8.92,7.001,34,101,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,135
15,0.46,15,9.86,9.9974,50,152,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,light_snow,202
16,0.33,20,12.68,13.0004,51,256,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,307
17,0.35,26,11.74,11.9972,52,527,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,579
18,0.43,28,10.8,11.0006,39,546,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,light_snow,585
19,0.4,24,10.8,11.0006,28,356,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,384
20,0.46,22,8.92,5.9978,22,213,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,235
21,0.57,26,7.98,3.998,11,154,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,165
22,0.57,22,7.98,3.998,4,130,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,134
23,0.57,20,7.98,3.998,9,52,0,1,0,0,4-11-2012,2012-04-11,Wednesday,is_2012,april,no,yes,clear,61
0,0.66,19,7.04,3.998,1,22,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,23
1,0.66,15,7.04,3.998,2,7,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,9
2,0.61,19,7.04,3.998,0,4,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,4
3,0.61,17,7.04,3.998,2,3,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,5
4,0.61,15,6.1,3.0014,0,1,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,1
5,0.61,15,6.1,3.0014,0,21,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,21
6,0.65,17,6.1,3.0014,2,94,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,96
7,0.65,22,6.1,1.9982,12,294,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,306
8,0.66,22,7.04,3.998,20,604,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,624
9,0.57,24,8.92,5.9978,16,271,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,287
10,0.5,20,10.8,11.0006,38,103,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,141
11,0.47,20,11.74,11.9972,50,174,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,224
12,0.41,30,13.62,13.997,60,199,0,1,0,0,4-12-2012,2012-04-12,Thursday,is_2012,april,no,yes,clear,259
